id,category,is_liquid,nutritional_saturated_fat_100g,nutritional_carbohydrates_100g,nutritional_fat_100g,nutritional_sugars_100g,nutritional_proteins_100g,nutritional_fiber_100g,nutritional_energy_100g,nutritional_salt_100g,ingredients_ordered,target
cf825890c1c0d2292350378b041ebf50,Aperitivos,0,2.8,40.0,25.0,32.0,5.4,14.0,438.0,0.9,"['v9mHPQfN5Th8ChxMXv48', 'uEpD0T8XJwzUcaG7rLAj', 'ozyMPkIOWZnhOv6pBYaV', 'H585SBl9b4cZvZgZ7kcI', 'LsVcMyyeIZgUHx23JF7f', '4PrBWtlTbd5kiw22JmMt', 'yYbVh8QmCfhjHMLaTdwb', '0kHti3jkfjNYEOdiqaFM']",1
e9d0d1cdc701580cb138356509e97611,Salsas de tomate y otras salsas,0,,14.8,35.9,2.2,1.6,0.0,382.0,3.025,"['MQpIwugBJhNOSeQt6oEs', 'ILA0w0qAAUqHRdThXGz3', 'IPokqKAb1p9bOZRDvEOC', '0kHti3jkfjNYEOdiqaFM', 'uTwkGxsEmwStrVeQqYmv', 'c2HP4JRIGaL4BVQsRQVz', 'UODOEihlSRK2ZXbuS1Fy', 'fWSMOp9v2fGx8COcCMew', '5kKKTGZZohghBcSCNkVi', '2JeXPfb67I4sxZUDIRWa', 'CC5BOPtDKJfynIFKDVNx', 'SRCXqGryZQCsK6VWfKcp', 'r3leHPdAWlXoeSUfJFge']",1
86205f286a9f50b75605f652640f3cb0,Legumbres,0,0.0,13.0,0.0,0.0,6.6,4.6,87.0,0.69,"['0h3WJznddBMnAork5xgv', 'cSoODVpMKhGnpTL6xxSn', '0kHti3jkfjNYEOdiqaFM']",0
dd46ebe0010aef6e9d40ea5839907864,Panes,0,0.6,41.0,3.2,3.2,11.0,6.0,249.0,1.0,"['b3uvAnIAKGeu8Xvli4hN', 'cSoODVpMKhGnpTL6xxSn', '8IjrNQjQcn7pLd42pqzL', 'nJsnpHiBOUfvj5itad3B', 'iC6UGtMCKFlXQvjgZz4h', '1td50V0ztIZjCjIxqRjU', '4PrBWtlTbd5kiw22JmMt', 'AXXgaN0B3DWY3heIStZb', 'r78ypyFUjhINe9HUxySZ', 'vJeia3uFlUVdnwV9ZsqS', 'UQCkDQjqdfBf6CwnGFjU', '0kHti3jkfjNYEOdiqaFM', 'taxlirsxvmNOzeZ0Lx3f', '9d6HB71PSY0WerfSnQVp', 'iL5spqn3PMmWSohrPG8g', 'B22bRc4N6M7amJsXpiWT', 'D4uF6uw29CiPZalsc2TV', 'rCvB9ba6272JUHcagMMt', 'UODOEihlSRK2ZXbuS1Fy', 'tpb8tpeVxpNL4sNQFiKD', 'enWon6tWVudZ6ikijE14', 'itXxiDD8j8NdA9nXeekd', 'ZpuORLu5W7FrvGpb08hf', '2JeXPfb67I4sxZUDIRWa', 'IPokqKAb1p9bOZRDvEOC', 'PC6MwKRTSOsTxOaA9x4A']",1
f4e8e6a015cfbe4c7d40b4a4fa536885,Comida preparada,0,0.1,21.0,0.5,0.5,2.4,0.8,100.0,1.0,"['ESal3ZuhiWjbJeXFQZmO', 'WVrtAT81SCHx5oT8xEUZ', '0kHti3jkfjNYEOdiqaFM', 'EH1NHYoMbk1XL13FJn9D', 'IrICWWyrvr1q7dsU7Pc1', 'IiDr2DOlSuSJBOQaiQzP', '9MWFiCe1aRsZvGHwIx5G', '6H2R437ysWATXbrS9WqS', '4PrBWtlTbd5kiw22JmMt', 'yYbVh8QmCfhjHMLaTdwb', 'Ps1d6HfddbshNP4dmDLm', 'UODOEihlSRK2ZXbuS1Fy', 'Hz9hXk66kqDCSU2jublS', '7dTKaDhQYCelTZY0ly0n', 'EInFvJ1B8OAw3MPdoPdy', 'MQpIwugBJhNOSeQt6oEs', 'N3y7yDC3znfIWxDuf6Tw', '1td50V0ztIZjCjIxqRjU', '5kKKTGZZohghBcSCNkVi', '7Vnse7ttFcPW36ovXeRy', '1d9yVz2IDUcPQe8kvDZA', 'uEpD0T8XJwzUcaG7rLAj', 'kXQiJuitsJDEiTceDRWy']",1
089987db735bad3e2f5796bb95b66159,Quesos,0,17.0,,30.0,1.0,24.0,0.0,366.0,1.5,"['DQx0Ki1QTwa9gYyMg26N', '0kHti3jkfjNYEOdiqaFM', 'Fj0wx8pbzPivz6J4NOnM', 'O7zTZtknlvPQGfjjBwa7']",0
a4b8915a76f095491334dd79fdc785ca,"Galletas, bollería y otros dulces",0,0.5,29.6,1.4,15.8,3.8,0.0,153.0,1.01,"['59Hi6yNHKsneSnrIayje', 'EInFvJ1B8OAw3MPdoPdy', '1td50V0ztIZjCjIxqRjU', 'Eo0Ujef9eD8dgElhBQKw', 'nJsnpHiBOUfvj5itad3B', 'UODOEihlSRK2ZXbuS1Fy', 'SRCXqGryZQCsK6VWfKcp', '0kHti3jkfjNYEOdiqaFM', 'v1zAtz5Ao7dRz702IVxW', 'rOrThr2bWNPoyzHI1JbL']",1
375e247ddb5d79591706f66bd57f36e9,Cereales de desayuno,0,1.0,81.7,3.7,27.3,6.1,4.0,393.0,1.33,"['6H2R437ysWATXbrS9WqS', '1td50V0ztIZjCjIxqRjU', 'eE8ZYpmHiUqdENdEn1JU', '1hmrFqGuJQ71QfBq5UyS', '4PrBWtlTbd5kiw22JmMt', '0kHti3jkfjNYEOdiqaFM', 'KHe7VCGLvsXKNTPbd9cJ', 'BSsudlRPnxw2ZaciQPtF', '2UyMy3q3Y3ufA0cV8hg6', 'UODOEihlSRK2ZXbuS1Fy', 'VYUpH3z6LpMNFbRaHzYF', 'DciT3g1l687ndb8PfFB3', 'nVIDbwpG7Un6cp9w2MAk', 'I0Sz8kf1WV740Kzf6g7n', 'dMedtVT8tZZfi6wJPoyW', 'jyjIVgbQezggRMPGCjcT', 'p3novWCqCuVpqet6B5tb', 'rOrThr2bWNPoyzHI1JbL']",1
3a75a11d242453099ad12628d46e4425,Legumbres,0,0.7,13.2,1.0,0.3,6.4,5.8,99.0,1.2,"['0h3WJznddBMnAork5xgv', 'cSoODVpMKhGnpTL6xxSn', '0kHti3jkfjNYEOdiqaFM', 'UODOEihlSRK2ZXbuS1Fy', 'SRCXqGryZQCsK6VWfKcp']",0
677fb9791d1a2d83710a122fe20037d3,Verduras y hortalizas,0,0.0,2.4,0.5,2.0,0.5,1.2,10.0,1.14,"['yYcWodubgLVk0rJx1nfU', 'cSoODVpMKhGnpTL6xxSn', '0kHti3jkfjNYEOdiqaFM', 'UODOEihlSRK2ZXbuS1Fy']",0
c9879ff25e3c80bb29412587e11d4267,Conservas,0,1.2,8.0,3.2,0.0,18.3,0.0,134.0,1.4,"['ez0P0fW5Ez3YOkqtIWFZ', '0kHti3jkfjNYEOdiqaFM']",0
e76d277d37ce9d54f170de64dedf014d,Pizzas,0,2.1,29.0,6.6,1.9,8.3,2.1,213.0,1.3,"['nJsnpHiBOUfvj5itad3B', 'cSoODVpMKhGnpTL6xxSn', 'TaHVOVbVVVkwVbkis8mL', '7dTKaDhQYCelTZY0ly0n', 'gFK9MH4oq5qVofoF1dIf', 'KJzp5rEp4lz8pXU8xG7K', '33hvLvPVFpgl1JDl62W6', '4PrBWtlTbd5kiw22JmMt', '0kHti3jkfjNYEOdiqaFM', '064N6MsfJc0Me0WVGt2B', '8IjrNQjQcn7pLd42pqzL', 'I5MmErPR3Ctyi8gaFhbU', 'I3jyfqpSqHw61Z3FdD6i', 'MQpIwugBJhNOSeQt6oEs', 'WVrtAT81SCHx5oT8xEUZ', '1td50V0ztIZjCjIxqRjU', 'D0ceodyD76ErVIyhnHSj', '1d9yVz2IDUcPQe8kvDZA', 'Ae4mXPveRdE0rx8s0G2P']",1
4701303fece0f32a146bba5c6449a559,Cacao y chocolate,0,4.4,24.0,7.2,10.0,21.0,32.0,309.0,0.23,"['QB8wHt8fLPk523yawgJ5', 'XzlwgzxTvDecP52n0pqc', 'ev0chInF33XeaNmz2fNH', 'hdADZeunKkFDLyPqKX8h', 'UODOEihlSRK2ZXbuS1Fy', '6H2R437ysWATXbrS9WqS', 'Erwdjd3OtzRMjlHmEHdG', 'ufBaaMzRNAcJ9aGfGcBP', 'SsGVl58CVMjshl0XPaQd', '9Yq2TCcQzsorx1W9vFYA', 'pn4ps6dOCEVeVJZ6iVWJ', 'BO3XiuaC4uLDMxsVNVl1']",1
74e3309103c98d6a04a8dd2c061ec4df,Gazpacho y salmorejo,1,0.4,1.9,3.5,1.9,0.5,0.0,50.0,0.7,"['ROfehrwP1oUXP3VOCmKc', 'cSoODVpMKhGnpTL6xxSn', 'ILA0w0qAAUqHRdThXGz3', 'onkCtR3kTwC4eWtrUeZF', '3SSIwcLXeAYwSewfwAiO', 'IPokqKAb1p9bOZRDvEOC', '3qsQASr9WYSRyTNDGJ3I', '0kHti3jkfjNYEOdiqaFM', '2JeXPfb67I4sxZUDIRWa', 'MQpIwugBJhNOSeQt6oEs', 'UODOEihlSRK2ZXbuS1Fy', 'fWSMOp9v2fGx8COcCMew']",0
8ba96ecae0ec5564667d0c585dc82e6c,Quesos,0,19.2,,29.2,0.5,24.5,0.0,367.0,1.2,"['DQx0Ki1QTwa9gYyMg26N', 'jSihtWohJyvSXkCP2XCz', '0kHti3jkfjNYEOdiqaFM', 'e0S1ZCb4lzGVPW9MlUtj', 'O7zTZtknlvPQGfjjBwa7', 'Fj0wx8pbzPivz6J4NOnM', '9EcXMFjUoaTGcE5bV5t0']",0
62c656454cd575653cb8ecc7b8e9b259,Cacao y chocolate,0,17.7,57.2,29.7,56.1,6.8,0.0,528.0,0.36,"['1td50V0ztIZjCjIxqRjU', 'B9IGYqzjMiOh1ewBbTcX', 'XzlwgzxTvDecP52n0pqc', 'UQsN3ErKH1r9cwGhVqaY', 'ZzH2C4Ue8AdL9pr0cFHq', 'N4nO8pEaMl4wEMh3yBby', 'Iv4ORfhCRLUlPHPFM0RH', 'UODOEihlSRK2ZXbuS1Fy', 'Ie95EHQVta3YjrSR1NIV', 'tb8vqOKlRMtbAP8KExqW', 'rOrThr2bWNPoyzHI1JbL']",1
048f657cac193bac0ebeb6a070e5a374,Panes,0,2.5,66.0,15.0,5.8,10.0,3.4,446.0,1.2,"['nJsnpHiBOUfvj5itad3B', '0RJ7gSBJe2ZCUeUUYISd', '064N6MsfJc0Me0WVGt2B', 'c2HP4JRIGaL4BVQsRQVz', 'c2HP4JRIGaL4BVQsRQVz', 'KHe7VCGLvsXKNTPbd9cJ', '0kHti3jkfjNYEOdiqaFM', '8iM0wYtwcOGnCGastybU', '8IjrNQjQcn7pLd42pqzL', 'IKwKbAVmyAW0hxichGvr', 'I5MmErPR3Ctyi8gaFhbU', 'UODOEihlSRK2ZXbuS1Fy']",1
17f27e0a23735e21fae57a83b1081130,Conservas,0,0.5,8.9,1.5,1.5,1.2,3.9,81.7,0.05,"['59Hi6yNHKsneSnrIayje', 'cSoODVpMKhGnpTL6xxSn']",0
14f73c67afb6f9a359c519ac438ac089,Zumos,1,0.0,2.6,0.0,2.4,0.0,0.0,13.0,0.05,"['cSoODVpMKhGnpTL6xxSn', '1MFMVjvMYtX0kopMnMxd', 'd3eo9tc3Cdb6ZGfiOebI', '5wmhhR78klbGSn7bnfJv', 'TkbjIALyAI856Q1rFMgx', 'O9fR9IFhhFlChD6T4aRO', '1td50V0ztIZjCjIxqRjU', 'UODOEihlSRK2ZXbuS1Fy', 'r3leHPdAWlXoeSUfJFge', 'pPxSAwYzDa7HEnq1Fpbh', 'fWSMOp9v2fGx8COcCMew', 'lmKqhVU1OKxYgiyJuFf5', '4mbTCt3B8EvOWntcgvJi', 'rOrThr2bWNPoyzHI1JbL', '1oKsXvva3GRYRDym6OHh', 'nVIDbwpG7Un6cp9w2MAk']",1
50b7aed5dd512f70e5691225c17322c0,Café,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['NzgAsRUMZEwjkemuXR7P'],0
26af4b0d754e99a016f3aa763fa1816f,Quesos,0,26.0,0.5,35.0,0.5,22.0,0.0,415.0,1.9,"['6KmnF65LdxPPt5bNF9x4', 'Fj0wx8pbzPivz6J4NOnM', '0kHti3jkfjNYEOdiqaFM', 'O7zTZtknlvPQGfjjBwa7', 'e0S1ZCb4lzGVPW9MlUtj', '8wLapBd5KXLewuH2Bp0r', '8wLapBd5KXLewuH2Bp0r']",0
9a97a5ed52b1722ac1606adcb8f8d046,Yogures,0,1.7,6.6,2.4,4.7,3.8,0.0,63.0,0.12,"['J1WWAy5SGJoiHoacDsbG', 'EInFvJ1B8OAw3MPdoPdy', None, 'JI4As4biDHdyjYGpBRoZ', 'ScBriFpvJwpC01axfAJo', 'Q0uRGn0xvTowivhhe4w2', 'Fj0wx8pbzPivz6J4NOnM']",0
40c6b8121475d83189f8bc50c90264ce,Panes,0,1.3,54.0,6.6,2.9,7.7,3.6,313.0,1.6,"['nJsnpHiBOUfvj5itad3B', '0RJ7gSBJe2ZCUeUUYISd', 'cSoODVpMKhGnpTL6xxSn', 'Eo0Ujef9eD8dgElhBQKw', 'c2HP4JRIGaL4BVQsRQVz', 'c2HP4JRIGaL4BVQsRQVz', 'UODOEihlSRK2ZXbuS1Fy', 'oOKzVN1o5RUVJLGtg20v', 'lKffwL978fhcVYXTSUWe', '0kHti3jkfjNYEOdiqaFM', 'TFlTjzT7eDwS6KGDZsBe', 'B7N0Z0gx36sFPuAkYIid', 'eNEppCLkRA2JVwqw3puD']",1
8f321bc59b63611168df43903174b440,Café,0,5.0,78.0,6.5,68.0,6.4,5.2,,1.2,"['1td50V0ztIZjCjIxqRjU', 'Ao6CaPGOixij2kmo2TzZ', 'MIDw8Etn1B6SvEzrG7K7', 'oGxkmAyp3W46fIg3WwyV', 'UQsN3ErKH1r9cwGhVqaY', 'B9IGYqzjMiOh1ewBbTcX', 'UODOEihlSRK2ZXbuS1Fy', 'VYUpH3z6LpMNFbRaHzYF', 'zUZhmyrfvLg2cIBqCBko', 'rRbyIXbcWjm62rGQY78X', 'Uy4iI3gm45ypCImBJN7M', 'yYbVh8QmCfhjHMLaTdwb', 'XzlwgzxTvDecP52n0pqc', 'FrPUW76gDx4rAAcURidc', 'ep5Lv90MdfmTQz0DWuXx', 'Hz9hXk66kqDCSU2jublS', '0kHti3jkfjNYEOdiqaFM', 'rOrThr2bWNPoyzHI1JbL', 'RPMtxdTeZHwx3KtyRNv4', 'LK0xnB0mBJRCOURIFmp1']",1
e7b55842dcf03625401c456dd22d80e0,Crema de cacao y otros untables,0,6.3,12.1,48.1,6.2,31.0,8.9,606.0,0.0,['GiEBDnYeO6zAW867rm4j'],0
09fe5222c529025fb3016b3b991d4e01,"Galletas, bollería y otros dulces",0,2.37,69.53,12.87,19.79,7.27,5.0,433.03,2.2,"['b3uvAnIAKGeu8Xvli4hN', 'iLejpsW8tUQjWtClwqZv', '4PrBWtlTbd5kiw22JmMt', '98PvTChFHnJwevZAjDKc', 'Ut9TR8XBxCzN0t4GO1iK', 'W4ocjYzOxEoe3yg4qyxR', '29730kLwkW3kxGzyOunD', 'r78ypyFUjhINe9HUxySZ', 'UODOEihlSRK2ZXbuS1Fy']",1
564c7d8ae4b56fcfeb7d83bda7e280f2,"Arroz, pasta y otros cereales",0,0.4,69.7,2.0,3.5,14.0,3.0,359.0,0.013,['mDoHRYhZu6OKX1JXAd8B'],0
2b274aaa9224b79d53054b71e7ae1fe2,Bebidas vegetales,1,0.6,15.1,3.6,11.1,0.9,1.1,99.0,0.09,"['cSoODVpMKhGnpTL6xxSn', '1td50V0ztIZjCjIxqRjU', 'UODOEihlSRK2ZXbuS1Fy']",1
6350db797894cd3c1623df26cf6fba2e,Cacao y chocolate,0,17.6,60.0,29.3,53.8,6.8,0.2,533.0,,"['axgwhGbxrbAYpG7zFaO8', '1td50V0ztIZjCjIxqRjU', 'uDho5FkRnXzeqn2Eg2JY', 'B9IGYqzjMiOh1ewBbTcX', 'ep5Lv90MdfmTQz0DWuXx', 'UODOEihlSRK2ZXbuS1Fy', 'VYUpH3z6LpMNFbRaHzYF', 'zUZhmyrfvLg2cIBqCBko', 'VnXLZqpBs0Y9lp8PoYG8', 'Eo0Ujef9eD8dgElhBQKw', '6H2R437ysWATXbrS9WqS', 'rzTNvaLwKIJHBkXdBKx3', 'Bbf6tVN2ZLt8J3C6kivD', 'eNEppCLkRA2JVwqw3puD', 'KueZoLz01HqHYYpdaBdX', 'lKffwL978fhcVYXTSUWe', 'qGKTUO71dOoWlFa9ST4G', 'U55CdeaVBg6IsXnJUSc8', '0kHti3jkfjNYEOdiqaFM']",1
e24fed3f5fa5f5a4f23eb7e835bb039b,Yogures,0,0.0,6.3,0.1,5.9,4.6,1.0,49.0,0.1,"['2wTfsxYQf6Ex0jlWoI9H', '1LaSKQDmGNoyRfhXpUaO', 'CnmHlDSVRnXQrWp9Lrk6', 'WwNMY6eVSKrEswwutVeW', 'KAp0ycjDJNKpnXCe7fBk', 'rGXUQLLSQFpodpmPOzIX', '3DzPdSNlGRMilGx3ME6J', 'vst1PSyZFZaUVrwJvmHx', 'ADGmObZG9OoiIai9oIOM', 'XzlwgzxTvDecP52n0pqc', 'KkIpcQ4oFFeIazHyLWAy', 'JIIK32tBg7nJzp8E59Bd', '6H2R437ysWATXbrS9WqS', '0UbHkRpUSC2k9Ig3MJvC', 'ScBriFpvJwpC01axfAJo', 'e0S1ZCb4lzGVPW9MlUtj', 'BO3XiuaC4uLDMxsVNVl1', 'UODOEihlSRK2ZXbuS1Fy', '4F4tHMouvw9yvenMa1V7', '3xIpjukb9j3A2p4wRPBU', 'eqjXPtDgRiMJkmKbb3LM', '4sfVYbTkORagj6Ev8a5z', '822DjtTdZSOyWKBJ9XsH', 'Fj0wx8pbzPivz6J4NOnM', '2JeXPfb67I4sxZUDIRWa', 'qGKTUO71dOoWlFa9ST4G', 'lWrCL29ehqv7HeL22oXs', 'dCPa7d5545T1wf22nPif']",1
d4959d7fb1c3d9e6813557383f5d8039,Cereales de desayuno,0,0.33,74.36,1.73,12.23,6.86,4.04,349.0,0.3,"['gHQ6knP21gkCGJtqGETM', 'Eo0Ujef9eD8dgElhBQKw', 'Mc0qXIxuQ0yHaJn1WeYv', 'Erwdjd3OtzRMjlHmEHdG', 'JHtJqI7G9iAdFCxYJGn5', 'bN7bygWuMBeyXkF2liKm']",1
c74e3a5f93d8d909ebf1bf6a96a0cd08,Cacao y chocolate,0,1.5,78.0,2.4,70.0,6.8,8.4,378.0,,"['1td50V0ztIZjCjIxqRjU', 'QB8wHt8fLPk523yawgJ5', '0Cfb4b9AoL5aA3f7pluf', 'nJsnpHiBOUfvj5itad3B', 'ufBaaMzRNAcJ9aGfGcBP', 'rOrThr2bWNPoyzHI1JbL', 'fjhbgw4xjDb5D9XWqnbY', 'eF6julm4IZHrNS8RpEGK', 'NisH8mBJMAO8xgyR4NSN', '8vvzzIt4iOuyrWguBJRt', 'bWrPt0PZnobrseypx2D6', 'BO3XiuaC4uLDMxsVNVl1', '0kHti3jkfjNYEOdiqaFM']",1
3070a042b7b61b8219bf119bdfdb6e32,Frutos secos y semillas,0,6.4,0.0,50.0,9.4,2.4,7.6,604.0,2.2,"['PV4Ws58otbSoBa2WFz0q', '0kHti3jkfjNYEOdiqaFM']",0
585d5661f2cef3a44f6fece86ac10c14,Postres,0,0.8,19.0,1.7,15.0,3.3,0.0,104.0,0.1,"['bxowAqIaxZzpDUG2Z4PE', 'UODOEihlSRK2ZXbuS1Fy', 'JI4As4biDHdyjYGpBRoZ', '1hmrFqGuJQ71QfBq5UyS', 'bGesz3VXWG9bDOMS27Px', '4F4tHMouvw9yvenMa1V7', '4F4tHMouvw9yvenMa1V7', 'rOrThr2bWNPoyzHI1JbL']",1
37bbe3ef64a84f0632479962fb7fa0e0,"Galletas, bollería y otros dulces",0,0.14,98.6,0.2,74.1,0.0,0.0,396.0,0.05,"['1td50V0ztIZjCjIxqRjU', 'DxfU0WYK7hjUfXwYD8Nn', 'YXGIAnhZfxVUHvWgsuKB', 'nP5V7T6UB3mSYPhBDh0C']",1
df9060c7dd7e9c2c744c1da999569c51,Panes,0,0.5,10.0,1.0,1.0,2.0,0.0,60.0,0.0,"['nJsnpHiBOUfvj5itad3B', 'b3uvAnIAKGeu8Xvli4hN', 'c2HP4JRIGaL4BVQsRQVz', 'B22bRc4N6M7amJsXpiWT', 'wrOUb8KJO7Y5CGw1QkUr', 'KHe7VCGLvsXKNTPbd9cJ', 'ufBaaMzRNAcJ9aGfGcBP', 'SsGVl58CVMjshl0XPaQd', '8IjrNQjQcn7pLd42pqzL', 'iC6UGtMCKFlXQvjgZz4h', '0kHti3jkfjNYEOdiqaFM', 'gR05M7hdHDnkxI1EY0jB', 'UODOEihlSRK2ZXbuS1Fy', 'enWon6tWVudZ6ikijE14', 'Ie95EHQVta3YjrSR1NIV', '9MWFiCe1aRsZvGHwIx5G']",1
f295b3ef467f7e9fe7c2aec9b0984c22,Fruta,0,0.1,75.0,0.9,64.1,3.3,4.3,309.0,0.0,"['vst1PSyZFZaUVrwJvmHx', 'Erwdjd3OtzRMjlHmEHdG']",0
03ed1e32a208b0b60a17436c5d7ed6b5,Zumos,1,0.0,5.5,0.1,4.7,0.1,0.1,23.0,0.01,"['bZLmt4PLtuK5247Joo88', 'cSoODVpMKhGnpTL6xxSn', 'UODOEihlSRK2ZXbuS1Fy', 'r3leHPdAWlXoeSUfJFge']",1
0484fc56c39cf906901cee4caa6806d7,Cereales de desayuno,0,8.8,60.0,18.0,20.0,,,457.0,0.28,"['7TNyueidDvoAOA297zxp', 'pU27hc6BfB8EmRBTM18G', '1td50V0ztIZjCjIxqRjU', 'gJhOp0pJZbnJnnPre2bj', 'nJsnpHiBOUfvj5itad3B', 'EAsWg3WnS9X73UZEqmQ5', 'gHQ6knP21gkCGJtqGETM', '8iM0wYtwcOGnCGastybU', 'ESal3ZuhiWjbJeXFQZmO', 'EH1NHYoMbk1XL13FJn9D', 'er3FJlqhDOK5Uuk3QNlP', 'SsGVl58CVMjshl0XPaQd', '0kHti3jkfjNYEOdiqaFM', 'KHe7VCGLvsXKNTPbd9cJ', 'yYbVh8QmCfhjHMLaTdwb', 'iLejpsW8tUQjWtClwqZv', 'SBWqlHoMMC5nWyWdCRhO', 'nVIDbwpG7Un6cp9w2MAk', 'dMedtVT8tZZfi6wJPoyW', '84xoNwsu4Jw2mkD3GYEc', 'jyjIVgbQezggRMPGCjcT', 'XDb3yzTsIo15arOYGsxD', 'a4JDEBzFpGZIPM4sYQmd', 't2iqt6hgiNPWnsbft6UU', 'Bbf6tVN2ZLt8J3C6kivD', 'rOrThr2bWNPoyzHI1JbL', 'UFqX0EANlf195G5YGbo0', 'GhIFTEn5uF4u3GK686gT', 'rGXUQLLSQFpodpmPOzIX', 'KAp0ycjDJNKpnXCe7fBk']",1
e4e3978b43b385e3a2596b90b57661c9,Crema de cacao y otros untables,0,1.2,53.0,11.5,41.5,4.5,10.0,340.0,0.0,"['1td50V0ztIZjCjIxqRjU', '29730kLwkW3kxGzyOunD', 'yYbVh8QmCfhjHMLaTdwb', 'cSoODVpMKhGnpTL6xxSn']",1
441ff3632615db8d6a8227232b0fdc38,Caldos y cremas,0,0.3,67.0,0.8,0.6,11.0,3.5,326.0,9.3,"['JqOHcmG5qUTJHMZRzXvu', 'CrPLyP3knC9IsVjqZLbE', 'mDoHRYhZu6OKX1JXAd8B', '0kHti3jkfjNYEOdiqaFM', 'nJsnpHiBOUfvj5itad3B', 'UODOEihlSRK2ZXbuS1Fy', '8iM0wYtwcOGnCGastybU', 'klrlExl789l2xM4BU4Fs', 'WVrtAT81SCHx5oT8xEUZ', 'BO3XiuaC4uLDMxsVNVl1', 'ZNqnmotBV0nWgRLoN26R', 'EInFvJ1B8OAw3MPdoPdy', '6ktBUA4KHINzpHasmdvN', '5kKKTGZZohghBcSCNkVi', 'jP9EgUSYGjQWmxOK36Fv', 'cxkn3zw5cGho4Y9wIzhO', 'QssRGJJ6uczzbXalkwMC', 'uEpD0T8XJwzUcaG7rLAj', 'AWTDUPwmzR50rn8QAqiW', 'ZaBfhbhEsAcwTaK0frwx']",1
96e78e2912207184d6633e4a474c6417,Conservas,0,0.4,0.9,1.9,0.3,1.6,0.0,30.0,2.4,"['4YLKSIkkvWGfCXtuCqo6', 'SdXNdlJXA7JXpfAp50uG', 'ig5U9AbOFTvBM6i9SVMw', 'BFGtRgD4j3fcpBS7uHAu', 'O1i5rJEDVuypBcVCoU5J', '0kHti3jkfjNYEOdiqaFM']",0
3b938ff9fb5a3b1e8a680b287bfa6b1c,Panes,0,0.9,47.0,,6.7,8.5,4.0,280.0,1.1,"['nJsnpHiBOUfvj5itad3B', 'cSoODVpMKhGnpTL6xxSn', 'p3jb4X9Ve3hzIKRBQrb7', 'r78ypyFUjhINe9HUxySZ', 'bxS7p5OLd358c9J93WOB', 'AXXgaN0B3DWY3heIStZb', 'taxlirsxvmNOzeZ0Lx3f', 'qJuQvh2TwMvtzfm1c8Sy', 'UQCkDQjqdfBf6CwnGFjU', 'Jo6D4ylrU7ISkr3doKQn', 'EH1NHYoMbk1XL13FJn9D', 'ESal3ZuhiWjbJeXFQZmO', '8iM0wYtwcOGnCGastybU', 'vCJSRtjurBgOg5Urf7ia', 'D4uF6uw29CiPZalsc2TV', '1td50V0ztIZjCjIxqRjU', '8IjrNQjQcn7pLd42pqzL', '4PrBWtlTbd5kiw22JmMt', 'yM3OKxxmUCCI6yA5SV84', 'rOrThr2bWNPoyzHI1JbL', 'gzRIKfUmz7ZOtl8wMkHJ', 'bzZ3TpOsZpWp81ox6DUA', 'tb8vqOKlRMtbAP8KExqW', 'fGRObyVHQwoFEdcllo11', '0kHti3jkfjNYEOdiqaFM', '3SSIwcLXeAYwSewfwAiO', '0RJ7gSBJe2ZCUeUUYISd', '7ZargBWUn7XjUv4CrQIQ', '2wgRqHyePV411kCqCofH', 'UODOEihlSRK2ZXbuS1Fy']",1
c0fbbd20fdf3c2cf9c44e0b912a24c0e,Mermeladas,0,0.0,42.8,0.1,42.0,0.4,2.0,180.0,0.0,"['1LaSKQDmGNoyRfhXpUaO', 'F0pXy4GIcDqnshoA5ig1', 'WwNMY6eVSKrEswwutVeW', '1td50V0ztIZjCjIxqRjU', 'p56K7XXKPax3jePHxsc5', 'UODOEihlSRK2ZXbuS1Fy', '3xIpjukb9j3A2p4wRPBU', 'r3leHPdAWlXoeSUfJFge', '2JeXPfb67I4sxZUDIRWa']",1
8d722f9fce5f222c4522984b538ca8a7,Carne,0,13.0,0.0,33.0,0.5,20.0,0.0,380.0,4.3,"['bbKKtYJuVYAAlKAoWegt', '0kHti3jkfjNYEOdiqaFM']",1
27956bd9ab0ae578f9d59b26079f5c92,Conservas,0,1.1,0.0,7.5,0.0,26.0,0.0,172.0,1.5,['IzxR4mDzpBbQ823ETP2o'],0
9a78f52113aa9bc83868967b23cd8835,Conservas,0,1.0,,7.6,0.0,27.0,0.0,175.0,14.2,"['ViRR41yHpkGvT0tdwY2V', 'qGKTUO71dOoWlFa9ST4G', '064N6MsfJc0Me0WVGt2B', '0kHti3jkfjNYEOdiqaFM']",0
